"russian","chinese","gender"
"Саул Черниховский","萨乌尔·切尔尼霍夫斯基",""
"Сергей Брюхоненко","谢尔盖·布留霍年科",""
"Чо Мен Хи","赵明熙",""
"Алексей Овчинин","阿列克谢·奥夫奇宁",""
"Алла Полякова","阿拉·波利亚科娃",""
"Президентские выборы в России (2018)","2018年俄罗斯总统选举",""
"Чулпан Хаматова","丘尔潘·哈马托娃",""
"Георгий Элиава","乔治·艾莱瓦",""
"Александр Отрощенко","亚历山大·奥特罗申科",""
"Иван Смирнов","伊万·斯米尔诺夫",""
"Иван Бенедиктов","伊万·贝内迪克托夫",""
"Игорь Грабарь","伊戈尔·格拉巴里",""
"Исаак Зеленский","伊萨克·泽连斯基",""
"Турар Рыскулов","图拉尔·雷斯库洛夫",""
"Бункерный дед","地堡爷爷",""
"Отто Коцебу","奥托·冯·科策布",""
"Вера в доброго царя","好沙皇，坏贵族老爷",""
"Наталья Зверева","娜塔莎·兹韦列娃",""
"Анна Данилина","安娜·达妮莉娜",""
"Юсуп Цунвазо","尤素普·村娃子",""
"Юрий Ларин","尤里·拉林",""
"Ник Хейг","尼克·黑格",""
"Павел Шандрук","帕夫洛·尚德鲁克",""
"Павел Штернберг","帕维尔·卡尔洛维奇·施滕贝格",""
"Владимир Чекалов","弗拉基米尔·雅科夫列维奇·切卡洛夫",""
"Владимир Обручев","弗拉基米尔·奥布鲁切夫",""
"Пётр Власов","彼得·弗拉基米洛夫",""
"Пётр Шария","彼得·沙利亚",""
"Карл Прусский","普鲁士的卡尔王子",""
"Людмила Самсонова","柳德米拉·萨姆索诺娃",""
"Владимир Заболотный","沃洛迪米尔·扎博洛特内",""
"Валерий Рашкин","瓦列里·拉什金",""
"Валерий Рюмин","瓦列里·留明",""
"Валериан Зорин","瓦列里安·佐林",""
"Вадим Крутецкий","瓦季姆·克鲁捷茨基",""
"Рельсовая война в Беларуси (2022)","白俄罗斯铁路战争 (2022年至今)",""
"Михаил Чумаков","米哈伊尔·楚马科夫",""
"Виктория Лопырёва","维多利亚·洛佩廖娃",""
"Ростислав Гольдштейн","罗斯季斯拉夫·戈尔德施泰因",""
"Роман Ерёменко","罗曼·叶廖缅科",""
"Кенжегали Сагадиев","肯热加利·萨加季耶夫",""
"Евгения Антипова","叶夫根尼亚·安季波娃",""
"Сергей Трапезников","谢尔盖·特拉佩兹尼科夫",""
"Семён Тимошенко","谢苗·铁木辛哥",""
"Фёдор Тютчев","费奥多尔·秋切夫",""
"Армен Джигарханян","阿尔缅·吉加尔哈尼扬",""
"Яков Свердлов","雅科夫·斯维尔德洛夫",""
"Мартин Дзур","马丁·楚尔",""
"Максим Галкин","马克西姆·加尔金",""
"Борис Громов","鲍里斯·格罗莫夫",""
"Выборы народных депутатов СССР (1989)","1989年苏联人民代表大会选举",""
"Александр Шляпников","亚历山大·什利亚普尼科夫",""
"Александр Догадов","亚历山大·多加多夫",""
"Александр Краснощёков","亚历山大·克拉斯诺晓科夫",""
"Игорь Курчатов","伊戈尔·库尔恰托夫",""
"Исаак Померанчук","伊萨克·波梅兰丘克",""
"Кристиан IX","克里斯蒂安九世",""
"Лена Хейдиз","列娜·赫伊季兹",""
"Евгений Муров","叶夫根尼·穆罗夫",""
"Татьяна Самойлова","塔季扬娜·萨莫伊洛娃",""
"Олег Колесников","奥列格·科列斯尼科夫",""
"Олег Салюков","奥列格·萨柳科夫",""
"Андрей Гречко","安德烈·格列奇科",""
"Андрей Мыльников","安德烈·梅利尼科夫",""
"Антон Шипулин","安东·希普林",""
"Юл Бриннер","尤·伯连纳",""
"Юрий Андропов","尤里·安德罗波夫",""
"Юрий Жуков","尤里·茹科夫",""
"Николай Гусаров","尼古拉·古萨罗夫",""
"Николай Зверев","尼古拉·谢尔盖耶维奇·兹韦列夫",""
"Павел Лобанов","帕维尔·洛巴诺夫",""
"Рахмон Набиев","拉赫蒙·纳比耶夫",""
"Светлана Журова","斯韦特兰娜·茹罗娃",""
"Дворец Путина","普京宫",""
"Геннадий Скляр","根纳季·斯克利亚尔",""
"Георгий Арапов","格奥尔基·阿拉波夫",""
"Григорий Перельман","格里戈里·佩雷尔曼",""
"Эдуард Шеварднадзе","爱德华·谢瓦尔德纳泽",""
"Густав Шведский (1799)","瓦萨的古斯塔夫",""
"Василий Гордов","瓦西里·戈尔多夫",""
"Валентин Сидоров","瓦连京·米哈伊洛维奇·西多罗夫",""
"Михаил Кисляков","米哈伊尔·基斯利亚科夫",""
"Михаил Романов","米哈伊尔·瓦连京诺维奇·罗曼诺夫",""
"Иосиф Бродский","约瑟夫·布罗茨基",""
"Яков Пистор","约翰·雅各布·皮斯托",""
"Роальд Сагдеев","罗奥特·萨格捷耶夫",""
"Розалия Землячка","罗萨莉娅·泽姆利亚奇卡",""
"Жорес Медведев","若列斯·梅德韦杰夫",""
"принц Альфред","萨克森-科堡-哥达的阿尔弗雷德王子",""
"Президент СССР","苏联总统",""
"Анастасия Родионова","阿纳斯塔西娅·罗季奥诺娃",""
"Адольф Фридрих V Мекленбургский","阿道夫·腓特烈五世",""
"Яков Резанцев","雅科夫·列赞采夫",""
"Максим Шостакович","马克森·萧士达高维契",""
"Георгий Катуар","乔治·利沃维奇·卡托瓦",""
"Александр Фокин","亚历山大·伊万诺维奇·福金",""
"Александр Пузанов","亚历山大·普扎诺夫",""
"Александра Бирюкова","亚历山德拉·比留科娃",""
"Александрас Стульгинскис","亚历山德拉斯·斯图尔金斯基斯",""
"Иван Бабич","伊万·巴比奇",""
"Иван Сухарев","伊万·苏哈列夫",""
"Иван Силаев","伊万·西拉耶夫",""
"Лев Карахан","列夫·加拉罕",""
"Лев Коршунов","列夫·科尔舒诺夫",""
"Лев Мехлис","列夫·麦赫利斯",""
"Смерть и похороны Леонида Брежнева","列昂尼德·勃列日涅夫之死及葬礼",""
"Екатерина Буданова","叶卡捷林娜·布达诺娃",""
"Елена Вторыгина","叶连娜·弗托雷金娜",""
"Эрвин Умеров","埃尔温·乌梅罗夫",""
"Кирилл (патриарх Московский)","基里尔 (莫斯科牧首)",""
"Татьяна Панова","塔季扬娜·帕诺娃",""
"Олег Иванинский","奥列格·伊万宁斯基",""
"Осип Игельстром","奥托·海因里希·伊格尔斯特伦",""
"Ольга Фонда","奥嘉·方达",""
"Тимофей Баженов","季莫费·巴热诺夫",""
"Николай Патрушев","尼古拉·帕特鲁舍夫",""
"Николай Конрад","尼古拉·康拉德",""
"Нина Кухарчук-Хрущёва","尼娜·库卡尔丘克-赫鲁晓娃",""
"Константин Захаров","康斯坦丁·尤里耶维奇·扎哈罗夫",""
"Константин Константинович","康斯坦丁·康斯坦丁诺维奇大公",""
"Владимир Владимиров","弗拉基米尔·费奥多罗维奇·弗拉基米罗夫",""
"Дмитрий Шаховской","德米特里·沙霍夫斯科伊",""
"Дмитрий Муратов","德米特里·穆拉托夫",""
"Тулеугали Абдыбеков","托莱乌加利·阿布季别科夫",""
"Георгий Львов","格奥尔基·李沃夫",""
"Александр Панюшкин","潘友新",""
"Валерий Шайтанов","瓦列里·沙伊塔诺夫",""
"Валентина Терешкова","瓦莲京娜·捷列什科娃",""
"Валентин Распутин","瓦连京·拉斯普京",""
"Бело-сине-белый флаг","白蓝白旗",""
"5-й Евгений Максимилианович","第五代洛伊希滕贝格公爵欧仁·马克西米连诺维奇",""
"Чингиз Айтматов","钦吉兹·艾特马托夫",""
"Абдул-Муслим Магомаев","阿卜杜勒穆斯利姆·马戈马耶夫",""
"Артём Туров","阿尔乔姆·图罗夫",""
"Абел Аганбегян","阿贝尔·阿甘别吉扬",""
"Шаблон:Генерал-фельдмаршалы России","Template:俄罗斯沙皇国及俄罗斯帝国陆军元帅",""
"Александр Спиридонов","亚历山大·斯皮里多诺夫",""
"Александр Бенуа","亚历山大·伯努瓦",""
"Либертарианская партия России","俄罗斯自由意志党",""
"Военнопленные во время российско-украинской войны","俄罗斯入侵乌克兰期间对战俘的待遇",""
"Карл Бауман","卡尔·鲍曼",""
"Елена Серова","叶连娜·谢罗娃",""
"Хаджи-Умар Мамсуров","哈吉乌玛尔·马姆苏罗夫",""
"Оскар Сепре","奥斯卡·塞普雷",""
"Надежда Обухова","娜杰日达·奥布霍娃",""
"Надежда Колесникова","娜杰日达·尼古拉耶芙娜·科列斯尼科娃",""
"Зия Самеди","孜牙·赛买提",""
"Антон Макаренко","安东·马卡连柯",""
"Андрей Чесноков","安德烈·切斯诺科夫",""
"Юра Борисов","尤里·亚历山德罗维奇·鲍里索夫",""
"Юлианна Караулова","尤里安娜·卡拉乌洛娃",""
"Николай Куйбышев","尼古拉·古比雪夫",""
"Владимир Соловьёв","弗拉基米尔·阿列克谢耶维奇·索洛维约夫",""
"Пётр Аммосов","彼得·阿莫索夫",""
"Дмитрий Певцов","德米特里·佩夫佐夫",""
"Дмитрий Демешин","德米特里·杰梅申",""
"Рахим Азимов","拉希姆·阿齐莫夫",""
"Тимур Бекмамбетов","提默·贝克曼比托夫",""
"Георгий Полтавченко","格奥尔基·波尔塔夫琴科",""
"Мария Прусакова","玛丽亚·尼古拉耶芙娜·普鲁萨科娃",""
"Валерий Рождественский","瓦列里·罗日杰斯特文斯基",""
"72-я отдельная механизированная бригада","第72机械化旅 (乌克兰)",""
"Джордж Бингэм","第三代卢肯伯爵乔治·宾厄姆",""
"Цырендаши Доржиев","策凌达什·仁钦诺维奇·道尔吉耶夫",""
"Михаил Дегтярёв","米哈伊尔·杰格佳廖夫",""
"Иоганн Янсен","约翰·沃尔德马·扬森",""
"Вячеслав Шпорт","维亚切斯拉夫·什波尔特",""
"Виктор Игнатов","维克托·伊格纳托夫",""
"Моисей Рухимович","莫伊谢·鲁希莫维奇",""
"Сергей Кабышев","谢尔盖·卡贝舍夫",""
"Сергей Ожегов","谢尔盖·奥热戈夫",""
"Фёдор Кулаков","费多尔·库拉科夫",""
